"Ptt","Date","Latitude","Longitude","Quality","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation"
161466,2017-08-25 13:42:31,25.1574,-81.3433,"B",2699,4229,1722,20
161466,2017-08-25 14:38:24,25.1465,-81.344,"B",2472,3124,1955,41
161466,2017-08-25 22:06:01,25.0841,-81.3364,"B",3046,5508,1683,91
161466,2017-08-25 22:24:50,25.0731,-81.3358,"B",2849,7964,1019,90
161466,2017-08-25 23:21:03,25.0636,-81.3315,"B",2808,8994,876,84
161466,2017-08-26 10:35:11,25.0231,-81.2782,"B",3904,9110,1673,97
161466,2017-08-26 13:26:03,25.0287,-81.281,"B",5280,10525,2648,117
161466,2017-08-26 15:07:45,25.0388,-81.2896,"B",5575,10710,2901,118
161466,2017-08-26 22:53:14,25.0187,-81.2383,"B",5763,14648,2267,115
161466,2017-08-26 23:34:35,25.0257,-81.2014,"B",3399,35236,327,156
161466,2017-08-27 10:26:06,25.028,-80.951,"B",3605,4471,2906,111
161466,2017-08-27 11:21:05,25.0231,-80.9274,"B",3180,6047,1672,97
161466,2017-08-27 13:28:00,25.0414,-81.2,"A",630,1841,215,78
161466,2017-08-27 15:39:18,25.0406,-81.2407,"B",4610,7491,2836,95
161466,2017-08-27 21:40:20,25.0362,-81.2394,"B",6052,10720,3416,81
161466,2017-08-27 22:32:09,25.0387,-81.1922,"A",4580,71131,294,70
161466,2017-08-27 23:14:09,25.0324,-81.2102,"B",5019,19152,1315,68
161466,2017-08-28 00:17:57,25.0322,-81.1903,"B",4465,8451,2358,67
161466,2017-08-28 00:54:51,25.0326,-81.1857,"B",3483,6205,1955,73
161466,2017-08-28 10:09:04,25.0345,-81.1901,"B",3737,5263,2653,86
161466,2017-08-28 10:53:11,25.0348,-81.1811,"B",2431,4031,1465,126
161466,2017-08-28 11:44:21,25.0383,-81.1835,"B",2396,3637,1578,138
161466,2017-08-28 11:52:42,25.0341,-81.1835,"B",1829,4316,774,107
161466,2017-08-28 13:26:13,25.0431,-81.1761,"B",1990,3568,1109,93
161466,2017-08-28 14:27:41,25.0396,-81.186,"B",2053,2646,1592,91
161466,2017-08-28 22:35:38,25.0689,-81.1863,"B",2173,48721,96,169
161466,2017-08-28 23:45:43,25.0512,-81.1779,"B",1519,2247,1026,180
161466,2017-08-29 00:07:06,25.0487,-81.177,"B",1257,2063,765,148
161466,2017-08-29 00:39:48,25.0414,-81.1796,"B",874,5955,128,126
161466,2017-08-29 09:54:36,25.0131,-81.1676,"B",2540,8592,750,133
161466,2017-08-29 10:33:52,25.0291,-81.1821,"B",2550,6672,974,130
161466,2017-08-29 11:26:08,25.0352,-81.1857,"B",2631,5933,1166,127
161466,2017-08-29 12:13:28,25.0429,-81.1918,"B",2344,4373,1256,118
161466,2017-08-29 14:02:51,25.0458,-81.1855,"B",1714,29343,100,175
161466,2017-08-29 21:42:09,25.0559,-81.1936,"B",2661,3671,1928,83
161466,2017-08-29 22:45:02,25.0498,-81.1895,"B",2924,3651,2342,89
161466,2017-08-29 23:19:28,25.0507,-81.1918,"B",2969,3831,2301,92
161466,2017-08-29 23:37:08,25.034,-81.1961,"B",2282,57514,90,101
161466,2017-08-30 00:29:52,25.0354,-81.1986,"B",2289,8881,589,98
161466,2017-08-30 01:00:10,25.0358,-81.1988,"B",2375,7140,789,98
161466,2017-08-30 01:14:56,25.0408,-81.2004,"2",414,1000,171,1
161466,2017-08-30 01:18:24,25.0406,-81.2007,"B",430,617,298,1
161466,2017-08-30 09:48:52,25.0472,-81.2158,"B",1553,24425,98,137
161466,2017-08-30 10:51:37,25.042,-81.2114,"B",1182,1398,998,117
161466,2017-08-30 11:16:47,25.0392,-81.2094,"B",1204,1585,914,77
161466,2017-08-30 11:42:11,25.0411,-81.2171,"B",993,3753,262,29
161466,2017-08-30 12:58:28,25.0251,-81.2202,"A",291,2590,32,103
161466,2017-08-30 13:27:57,25.0254,-81.2212,"B",798,1017,625,97
161466,2017-08-30 14:34:07,25.0229,-81.2245,"B",1334,1576,1127,83
161466,2017-08-30 15:18:40,25.0245,-81.2176,"B",1102,4823,251,161
161466,2017-08-30 21:04:16,25.0634,-81.2599,"1",598,1457,245,89
161466,2017-08-30 22:55:17,25.0656,-81.2622,"B",5679,6704,4809,99
161466,2017-08-30 23:05:11,25.0639,-81.2567,"B",2679,15706,456,15
161466,2017-08-31 00:10:35,25.065,-81.258,"B",1448,2015,1040,18
161466,2017-08-31 00:59:21,25.0652,-81.2582,"B",1686,2159,1316,27
161466,2017-08-31 01:49:34,25.0691,-81.2581,"B",1705,2045,1421,75
161466,2017-08-31 10:22:17,25.0858,-81.2599,"B",3274,3583,2992,29
172677,2017-10-30 19:29:00,30.3621,-88.5067,"2",292,533,160,142
172677,2017-10-31 13:54:00,30.2297,-88.4968,"1",774,2142,279,174
172677,2017-10-31 14:10:00,30.2169,-88.5005,"1",815,1760,376,39
172677,2017-10-31 14:16:00,30.206,-88.514,"3",131,248,69,78
172677,2017-10-31 15:36:00,30.1906,-88.5367,"1",760,11757,49,104
172677,2017-11-02 20:30:00,30.1852,-88.536,"3",225,513,98,79
172677,2017-11-04 03:29:00,30.1794,-88.4496,"3",158,289,86,74
172677,2019-06-29 09:57:00,29.8102,-85.3963,"B",2321,64809,83,44
172677,2019-06-29 10:08:00,29.8003,-85.406,"B",1365,5459,341,45
172677,2019-06-29 11:35:00,29.7939,-85.413,"A",177,422,74,77
172677,2019-06-29 11:55:00,29.7939,-85.4137,"B",632,754,529,88
172677,2019-06-29 12:42:00,29.7962,-85.4152,"B",1133,1328,966,88
172677,2019-06-29 13:49:00,29.7896,-85.4207,"B",1465,1989,1078,103
172677,2019-06-29 14:21:00,29.7838,-85.4185,"B",1601,2177,1176,96
172677,2019-06-29 14:40:00,29.7562,-85.3974,"B",1097,15854,75,64
172677,2019-06-29 15:16:00,29.7535,-85.3821,"B",961,3255,283,43
172677,2019-06-29 15:28:00,29.7306,-85.398,"3",164,242,111,132
172677,2019-06-29 15:50:00,29.7287,-85.392,"B",584,1755,194,26
172677,2019-06-29 16:21:00,29.726,-85.3893,"A",230,422,125,177
172677,2019-06-29 17:00:00,29.7225,-85.3864,"B",646,2355,177,163
172677,2019-06-30 11:17:00,29.6599,-85.303,"B",3212,204685,50,77
172677,2019-06-30 11:24:00,29.6498,-85.3456,"B",3019,38402,237,77
172677,2019-06-30 12:25:00,29.6371,-85.3719,"B",1095,4502,266,118
172677,2019-06-30 12:55:00,29.6395,-85.3764,"B",1990,6835,579,118
172677,2019-06-30 14:06:00,29.6304,-85.3872,"B",1842,3096,1095,108
172677,2019-06-30 15:00:00,29.6224,-85.3487,"B",1230,18970,79,170
172677,2019-06-30 15:18:00,29.6348,-85.3474,"B",611,2123,175,125
172677,2019-06-30 15:37:00,29.6352,-85.3479,"B",850,1398,516,121
172677,2019-06-30 21:09:00,29.6104,-85.3216,"B",1380,8661,219,121
172677,2019-06-30 23:32:00,29.6365,-85.3273,"B",1660,6063,454,93
172677,2019-07-01 01:11:00,29.6317,-85.3229,"B",1416,3262,614,114
172677,2019-07-01 02:31:00,29.6329,-85.3169,"B",2111,3019,1476,84
172677,2019-07-01 03:50:00,29.6323,-85.3147,"B",2426,3283,1792,83
172677,2019-07-01 12:29:00,29.626,-85.3134,"B",1860,16618,208,58
172677,2019-07-01 13:30:00,29.6263,-85.3084,"B",1556,2832,855,62
172677,2019-07-01 14:00:00,29.6269,-85.308,"B",1584,2487,1008,73
172677,2019-07-01 15:09:00,29.6246,-85.308,"B",1382,11951,159,83
172677,2019-07-01 15:41:00,29.6442,-85.3048,"B",1485,8542,258,92
172677,2019-07-01 20:56:00,29.6734,-85.266,"B",5841,10883,3134,76
172677,2019-07-02 00:17:00,29.6639,-85.2757,"B",3749,6279,2238,62
172677,2019-07-02 00:49:00,29.673,-85.2668,"B",3455,9439,1264,67
172677,2019-07-02 03:31:00,29.6683,-85.2737,"B",3174,6655,1513,81
172677,2019-07-02 10:17:00,29.6632,-85.2798,"B",3777,9511,1500,74
172677,2019-07-02 11:11:00,29.68,-85.2636,"B",4073,13388,1239,67
172677,2019-07-02 11:32:00,29.661,-85.2945,"B",3053,7891,1181,76
172677,2019-07-02 16:59:00,29.6847,-85.2764,"B",3864,7115,2098,76
172677,2019-07-02 22:21:00,29.6637,-85.3132,"A",418,1452,120,63
172677,2019-07-02 22:35:00,29.6628,-85.3131,"B",660,1014,428,70
172677,2019-07-02 22:43:00,29.6606,-85.3145,"B",736,1064,509,76
172677,2019-07-03 00:05:00,29.6651,-85.3139,"B",1415,1789,1119,81
172677,2019-07-03 00:11:00,29.6503,-85.3305,"B",992,5048,194,126
172677,2019-07-03 00:31:00,29.6542,-85.3403,"B",754,3847,147,155
172677,2019-07-03 00:51:00,29.6546,-85.34,"B",969,1678,559,153
172677,2019-07-03 02:30:00,29.6545,-85.3357,"A",1049,46804,23,80
172677,2019-07-03 09:15:00,29.6635,-85.3319,"B",2716,3973,1856,97
172677,2019-07-03 09:44:00,29.657,-85.331,"B",1362,2674,693,42
172677,2019-07-03 11:31:00,29.6606,-85.3289,"B",1933,2563,1456,52
172677,2019-07-03 12:45:00,29.6587,-85.3296,"A",803,2457,262,159
172677,2019-07-03 13:00:00,29.6588,-85.3292,"B",1431,3978,514,156
172677,2019-07-03 13:04:00,29.654,-85.3236,"B",1002,2009,499,159
172677,2019-07-03 13:19:00,29.653,-85.3235,"B",1020,1467,708,150
172677,2019-07-03 13:58:00,29.6539,-85.3229,"B",1303,1539,1103,137
172677,2019-07-03 14:21:00,29.6533,-85.323,"B",1411,1511,1318,128
172677,2019-07-03 14:43:00,29.6404,-85.3249,"B",1096,25872,46,103
172677,2019-07-03 15:01:00,29.6386,-85.3219,"B",550,786,384,153
172677,2019-07-03 15:39:00,29.646,-85.3136,"B",795,7451,84,106
172677,2019-07-03 16:06:00,29.6468,-85.314,"B",1364,3736,497,105
172677,2019-07-03 20:36:00,29.6535,-85.3059,"B",2427,3204,1838,86
172677,2019-07-03 22:11:00,29.6708,-85.3829,"A",445,6472,30,75
172677,2019-07-03 23:40:00,29.6769,-85.3999,"B",1362,1812,1023,81
172677,2019-07-03 23:53:00,29.6803,-85.4032,"B",1435,1916,1075,81
172677,2019-07-04 00:37:00,29.6808,-85.4006,"B",1676,2143,1311,89
172677,2019-07-04 01:14:00,29.69,-85.4103,"B",1861,2524,1371,94
172677,2019-07-04 01:22:00,29.7026,-85.4084,"B",1695,3391,847,91
172677,2019-07-04 01:35:00,29.7138,-85.3816,"B",1023,11227,93,129
172677,2019-07-04 02:00:00,29.7179,-85.3872,"B",1208,2766,527,126
172677,2019-07-04 02:10:00,29.7251,-85.3951,"A",190,335,108,55
172677,2019-07-04 02:56:00,29.7308,-85.4031,"B",915,1115,750,85
172677,2019-07-04 03:42:00,29.7284,-85.3994,"B",1360,1681,1099,98
172677,2019-07-04 10:48:00,29.7762,-85.4677,"B",3407,4468,2597,106
172677,2019-07-04 10:56:00,29.7458,-85.4246,"B",3090,4273,2233,83
172677,2019-07-04 12:16:00,29.7526,-85.4333,"B",2751,4872,1553,53
172677,2019-07-04 12:18:00,29.7634,-85.4382,"B",2974,5485,1612,88
172677,2019-07-04 14:31:00,29.7792,-85.4226,"A",256,2054,31,100
172677,2019-07-04 14:38:00,29.7779,-85.4156,"A",195,645,58,119
172677,2019-07-04 15:15:00,29.7811,-85.4204,"B",615,11425,33,109
172677,2019-07-04 15:48:00,29.7848,-85.4101,"B",638,2880,141,166
172677,2019-07-04 16:06:00,29.7765,-85.4088,"B",461,1913,111,82
172677,2019-07-04 16:18:00,29.7789,-85.4138,"B",418,1388,126,29
172677,2019-07-04 16:56:00,29.7812,-85.4121,"2",397,2111,74,53
172677,2019-07-04 22:01:00,29.7915,-85.4125,"B",1956,4154,920,87
172677,2019-07-04 23:34:00,29.8091,-85.4008,"B",2490,4606,1345,78
172677,2019-07-04 23:41:00,29.8068,-85.3988,"B",2524,4265,1493,80
172677,2019-07-05 00:47:00,29.8408,-85.4251,"B",1599,37712,67,60
172677,2019-07-05 01:16:00,29.8505,-85.4228,"B",1202,2836,509,67
172677,2019-07-05 01:48:00,29.8557,-85.4223,"B",1457,2399,884,70
172677,2019-07-05 01:54:00,29.8566,-85.4245,"B",1490,2454,904,63
172677,2019-07-05 03:29:00,29.8434,-85.4334,"B",1512,7703,296,83
172677,2019-07-05 04:17:00,29.8533,-85.4212,"B",740,4772,114,173
172677,2019-07-05 10:23:00,29.8386,-85.4184,"A",293,1199,71,102
172677,2019-07-05 10:25:00,29.8353,-85.4211,"3",144,305,67,109
172677,2019-07-05 11:57:00,29.8421,-85.4341,"B",1259,1580,1001,101
172677,2019-07-05 12:01:00,29.8349,-85.4215,"3",147,264,81,97
172677,2019-07-05 12:05:00,29.8351,-85.4224,"B",308,377,251,90
172677,2019-07-05 13:30:00,29.8425,-85.4328,"B",1294,1485,1127,90
172677,2019-07-05 14:10:00,29.8414,-85.4305,"B",1618,1888,1386,104
172677,2019-07-05 14:50:00,29.8217,-85.4255,"B",1282,13194,124,73
172677,2019-07-05 15:32:00,29.8222,-85.4275,"B",1489,3549,624,76
172677,2019-07-05 15:52:00,29.8189,-85.4312,"B",1086,21279,55,103
172677,2019-07-05 15:55:00,29.8187,-85.4305,"B",1105,7989,152,103
172677,2019-07-05 16:32:00,29.8084,-85.4167,"3",216,365,127,177
172677,2019-07-05 22:45:00,29.773,-85.4038,"B",2485,2996,2060,113
172677,2019-07-05 23:11:00,29.7503,-85.4162,"B",1491,5318,418,129
172677,2019-07-06 00:19:00,29.7461,-85.4051,"A",163,588,44,102
172677,2019-07-06 00:48:00,29.7423,-85.4013,"B",543,5727,51,55
172677,2019-07-06 01:40:00,29.7383,-85.3973,"B",1100,1549,780,61
172677,2019-07-06 02:12:00,29.7379,-85.4006,"B",870,2711,278,176
172677,2019-07-06 03:09:00,29.7347,-85.3861,"A",474,3177,70,79
172677,2019-07-06 09:54:00,29.7156,-85.351,"B",1700,6556,440,99
172677,2019-07-06 10:11:00,29.7127,-85.3911,"A",357,2764,46,110
172677,2019-07-06 11:34:00,29.7073,-85.3828,"B",1286,1586,1043,98
172677,2019-07-06 12:00:00,29.7107,-85.3869,"B",1386,2250,853,101
172677,2019-07-06 13:09:00,29.6987,-85.3818,"A",358,5038,25,101
172677,2019-07-06 13:11:00,29.6988,-85.3822,"B",411,1213,139,100
172677,2019-07-06 13:57:00,29.689,-85.3756,"B",744,6935,79,77
172677,2019-07-06 14:00:00,29.689,-85.376,"B",711,6869,73,80
172677,2019-07-06 14:32:00,29.6848,-85.3723,"B",1048,1938,567,80
172677,2019-07-06 14:51:00,29.6867,-85.3739,"B",1192,1804,788,85
172677,2019-07-06 15:04:00,29.6744,-85.3676,"A",245,1810,33,95
172677,2019-07-06 15:36:00,29.6676,-85.3585,"A",154,468,50,103
172677,2019-07-06 15:52:00,29.6652,-85.3561,"B",565,670,476,92
172677,2019-07-06 16:15:00,29.6578,-85.3455,"B",602,4381,82,37
172677,2019-07-06 16:52:00,29.6534,-85.3413,"B",1024,1415,740,45
172677,2019-07-06 21:37:00,29.6753,-85.2639,"A",178,330,95,26
172677,2019-07-06 23:51:00,29.6719,-85.2553,"1",535,8684,32,98
172677,2019-07-07 00:26:00,29.6673,-85.251,"B",722,7329,71,81
172677,2019-07-07 01:29:00,29.6635,-85.2424,"B",1284,2089,789,86
172677,2019-07-07 02:22:00,29.6643,-85.2378,"B",1606,2592,995,97
172677,2019-07-07 02:46:00,29.6641,-85.2355,"B",1245,2583,599,59
172677,2019-07-07 03:13:00,29.6642,-85.2355,"B",1364,2181,853,61
172677,2019-07-07 03:38:00,29.662,-85.2294,"B",1538,2235,1057,64
172677,2019-07-07 10:07:00,29.6812,-85.2238,"A",455,1887,109,55
172677,2019-07-07 11:00:00,29.6807,-85.2188,"A",327,3754,28,85
172677,2019-07-07 11:41:00,29.6752,-85.2277,"B",694,2053,234,130
172677,2019-07-07 12:46:00,29.6646,-85.2243,"B",1111,2093,590,104
172677,2019-07-07 13:34:00,29.6538,-85.1873,"1",560,994,315,16
172677,2019-07-07 13:54:00,29.6453,-85.1825,"3",190,601,59,75
172677,2019-07-07 14:14:00,29.6432,-85.1754,"B",463,1723,124,162
172677,2019-07-07 15:17:00,29.6382,-85.1553,"B",881,6662,116,150
172677,2019-07-07 15:29:00,29.6294,-85.1479,"B",391,2320,65,73
172677,2019-07-07 15:53:00,29.6254,-85.1323,"A",240,587,98,46
172677,2019-07-07 16:32:00,29.6198,-85.1208,"B",882,1028,756,81
172677,2019-07-07 16:51:00,29.6192,-85.1192,"B",1145,1449,904,105
172677,2019-07-07 21:29:00,29.5841,-85.0068,"A",608,4607,80,76
172677,2019-07-07 23:12:00,29.5709,-84.9744,"B",1491,1955,1136,86
172677,2019-07-07 23:18:00,29.5872,-84.9815,"2",498,2192,113,154
172677,2019-07-07 23:59:00,29.5874,-84.982,"B",633,9308,43,86
172677,2019-07-08 02:32:00,29.5954,-84.9776,"B",1403,20628,95,80
172677,2019-07-08 03:40:00,29.5955,-84.9491,"B",2166,6222,753,78
172677,2019-07-08 09:52:00,29.5932,-84.8989,"B",1750,13856,221,110
172677,2019-07-08 10:28:00,29.6133,-84.9423,"2",351,690,178,76
172677,2019-07-08 11:28:00,29.6248,-84.9262,"A",256,470,139,63
172677,2019-07-08 12:07:00,29.6285,-84.9226,"B",612,4993,75,39
172677,2019-07-08 12:17:00,29.6288,-84.9226,"B",747,1566,356,42
172677,2019-07-08 13:15:00,29.6236,-84.9119,"A",1929,6126,607,38
172677,2019-07-08 13:40:00,29.6313,-84.8942,"A",231,414,128,23
172677,2019-07-08 14:05:00,29.6308,-84.8934,"B",721,813,638,86
172677,2019-07-08 14:24:00,29.6323,-84.8899,"B",937,1084,809,83
172677,2019-07-08 14:52:00,29.6349,-84.864,"0",2340,25043,218,95
172677,2019-07-08 15:17:00,29.637,-84.8845,"B",656,6086,70,66
172677,2019-07-08 15:40:00,29.6373,-84.8823,"B",940,1786,494,69
172677,2019-07-08 16:05:00,29.6392,-84.859,"B",773,6572,91,23
172677,2019-07-08 16:33:00,29.6553,-84.8539,"B",605,3480,105,80
172677,2019-07-08 17:17:00,29.6551,-84.8362,"B",722,3619,144,31
172677,2019-07-08 21:14:00,29.7033,-84.7309,"B",1212,13326,110,147
172677,2019-07-08 22:47:00,29.7356,-84.7195,"B",892,7170,111,55
172677,2019-07-08 22:54:00,29.7519,-84.7067,"A",195,491,77,111
172677,2019-07-08 23:33:00,29.7611,-84.7009,"B",628,2533,155,60
172677,2019-07-09 00:26:00,29.7679,-84.694,"B",789,14177,43,108
172677,2019-07-09 00:33:00,29.7674,-84.6861,"B",1141,5131,253,108
172677,2019-07-09 01:15:00,29.775,-84.6759,"B",1440,2953,702,106
172677,2019-07-09 01:19:00,29.7733,-84.6779,"B",986,14562,66,74
172677,2019-07-09 02:05:00,29.7801,-84.6663,"B",1109,27325,45,86
172677,2019-07-09 02:46:00,29.786,-84.6623,"B",1421,3502,576,88
172677,2019-07-09 02:47:00,29.7839,-84.6716,"B",1230,13630,110,77
172677,2019-07-09 09:41:00,29.8341,-84.5595,"B",2750,4817,1570,76
172677,2019-07-09 09:57:00,29.7744,-84.6543,"B",4408,23000,844,75
172677,2019-07-09 11:17:00,29.7766,-84.6715,"A",199,884,44,114
172677,2019-07-09 11:38:00,29.7755,-84.6728,"B",497,6453,38,85
172677,2019-07-09 11:58:00,29.7758,-84.6693,"3",163,253,104,130
172677,2019-07-09 13:26:00,29.7853,-84.6496,"B",912,7531,110,1
172677,2019-07-09 13:32:00,29.7832,-84.6495,"B",1026,3480,302,0
172677,2019-07-09 13:36:00,29.7745,-84.6505,"3",148,277,78,94
172677,2019-07-09 14:26:00,29.7801,-84.6436,"B",980,1132,847,89
172677,2019-07-09 15:07:00,29.7834,-84.6258,"2",311,707,136,100
172677,2019-07-09 15:44:00,29.7816,-84.6115,"A",802,2761,232,174
172677,2019-07-09 16:14:00,29.7924,-84.6065,"B",564,4163,76,68
172677,2019-07-09 16:54:00,29.7981,-84.6005,"B",654,3453,123,2
172677,2019-07-09 21:01:00,29.8316,-84.5515,"B",2019,2683,1519,93
172677,2019-07-09 22:41:00,29.8246,-84.5517,"B",1674,52988,52,115
172677,2019-07-10 09:33:00,29.8777,-84.4186,"B",3420,6428,1819,99
172677,2019-07-10 11:01:00,29.891,-84.4851,"1",663,7765,56,82
172677,2019-07-10 11:06:00,29.8914,-84.4808,"A",211,1012,43,91
172677,2019-07-10 11:30:00,29.8954,-84.4786,"B",509,1605,161,18
172677,2019-07-10 12:43:00,29.8887,-84.4758,"B",924,2075,411,101
172677,2019-07-10 12:52:00,29.8847,-84.4691,"A",710,1329,379,15
172677,2019-07-10 13:13:00,29.8846,-84.4683,"B",637,1964,206,82
172677,2019-07-10 13:16:00,29.8841,-84.4788,"A",232,369,145,155
172677,2019-07-10 14:14:00,29.879,-84.4632,"B",749,9033,62,58
172677,2019-07-10 14:46:00,29.877,-84.4623,"B",1158,2231,601,59
172677,2019-07-10 14:50:00,29.8509,-84.4961,"A",376,1437,98,22
172677,2019-07-10 14:56:00,29.8407,-84.4969,"B",291,1779,47,82
172677,2019-07-10 15:32:00,29.8419,-84.4899,"B",872,1101,689,86
172677,2019-07-10 15:53:00,29.8392,-84.508,"B",745,5070,109,171
172677,2019-07-10 16:32:00,29.8293,-84.515,"A",490,3101,77,143
172677,2019-07-10 20:50:00,29.7778,-84.5573,"B",1504,24351,92,121
172677,2019-07-10 22:31:00,29.8068,-84.5935,"B",1249,12735,122,78
172677,2019-07-10 22:44:00,29.8047,-84.592,"A",430,1560,118,142
172677,2019-07-10 23:20:00,29.805,-84.5957,"B",659,3116,139,2
172677,2019-07-11 00:13:00,29.8046,-84.6015,"B",1150,1232,1073,11
172677,2019-07-11 00:21:00,29.7891,-84.6065,"A",412,1618,104,102
172677,2019-07-11 00:36:00,29.79,-84.6144,"2",298,455,195,175
172677,2019-07-11 00:58:00,29.7898,-84.6226,"A",195,250,151,86
172677,2019-07-11 01:25:00,29.7845,-84.6315,"A",294,1056,82,35
172677,2019-07-11 02:03:00,29.7801,-84.644,"B",718,1172,439,136
172677,2019-07-11 10:30:00,29.7759,-84.7306,"B",3071,3580,2633,107
172677,2019-07-11 10:57:00,29.7811,-84.6749,"A",10176,251327,412,103
172677,2019-07-11 12:14:00,29.7814,-84.6767,"B",1553,11294,213,27
172677,2019-07-11 13:06:00,29.7802,-84.6742,"A",360,895,144,147
172677,2019-07-11 13:51:00,29.7756,-84.6575,"B",694,4110,117,11
172677,2019-07-11 14:24:00,29.7833,-84.647,"1",1016,2856,361,68
172677,2019-07-11 14:31:00,29.7826,-84.6509,"B",669,2952,151,122
172677,2019-07-11 14:45:00,29.782,-84.6512,"B",661,9249,47,106
172677,2019-07-11 15:07:00,29.7819,-84.6506,"B",645,10167,40,78
172677,2019-07-11 15:33:00,29.7796,-84.6383,"2",497,1994,123,113
172677,2019-07-11 16:12:00,29.7784,-84.6358,"B",2106,2718,1632,100
172677,2019-07-11 16:48:00,29.7783,-84.6387,"B",2438,2963,2005,95
172677,2019-07-12 10:04:00,29.8294,-84.5717,"3",172,286,103,172
172677,2019-07-13 14:29:00,29.8207,-84.5745,"B",3872,143439,104,116
172677,2019-07-13 14:55:00,29.8044,-84.5418,"B",5229,57936,472,116
172677,2019-07-13 15:38:00,29.8067,-84.5422,"B",5122,34507,760,116
172677,2019-07-13 16:29:00,29.8064,-84.5451,"B",5180,29883,897,116
172677,2019-07-13 21:56:00,29.8113,-84.5421,"B",3502,14594,840,92
172677,2019-07-13 23:11:00,29.8116,-84.5542,"B",3132,8378,1171,94
172677,2019-07-13 23:41:00,29.8119,-84.5663,"B",2211,3361,1454,101
172677,2019-07-14 00:03:00,29.8123,-84.5571,"B",2973,6219,1421,92
172677,2019-07-14 12:01:00,29.8231,-84.5666,"B",4188,5847,2999,112
172677,2019-07-14 12:21:00,29.815,-84.577,"B",1419,18439,109,44
172677,2019-07-14 13:11:00,29.8137,-84.5654,"A",310,2590,37,116
172677,2019-07-14 13:59:00,29.8137,-84.5623,"B",991,1204,814,97
172677,2019-07-14 14:32:00,29.8139,-84.561,"B",1218,1408,1054,107
172677,2019-07-14 16:50:00,29.8012,-84.5613,"A",867,3461,217,9
172677,2019-07-14 22:59:00,29.813,-84.5611,"A",684,5617,83,107
172677,2019-07-14 23:28:00,29.8119,-84.5656,"A",936,3438,254,74
172677,2019-07-15 00:47:00,29.8114,-84.5627,"B",3173,4473,2251,74
172677,2019-07-15 01:36:00,29.8116,-84.5644,"B",2720,3489,2120,75
172677,2019-07-15 01:48:00,29.8204,-84.5709,"B",1303,8559,198,60
172677,2019-07-15 02:25:00,29.8163,-84.5732,"A",168,384,73,58
172677,2019-07-15 02:56:00,29.8088,-84.5782,"A",274,1606,46,67
172677,2019-07-15 03:15:00,29.8074,-84.5779,"B",652,877,484,77
172677,2019-07-15 03:22:00,29.8068,-84.5776,"B",606,1638,224,79
172677,2019-07-15 04:06:00,29.8055,-84.5837,"B",766,1516,386,17
172677,2019-07-15 10:10:00,29.7904,-84.6209,"B",2338,3678,1486,80
172677,2019-07-15 11:03:00,29.7773,-84.6659,"B",809,1301,503,141
172677,2019-07-15 11:50:00,29.7679,-84.6626,"B",794,7682,82,51
172677,2019-07-15 12:46:00,29.7693,-84.6605,"B",1124,1639,771,75
172677,2019-07-15 13:56:00,29.7644,-84.605,"A",202,506,80,132
172677,2019-07-15 14:07:00,29.7658,-84.6026,"A",271,1069,68,104
172677,2019-07-15 14:24:00,29.7623,-84.5918,"B",854,963,757,69
172677,2019-07-15 15:22:00,29.761,-84.5784,"B",1426,2086,973,96
172677,2019-07-15 15:39:00,29.7619,-84.5809,"B",2363,3964,1408,93
172677,2019-07-15 15:49:00,29.7617,-84.5805,"B",1724,3018,984,90
172677,2019-07-15 21:38:00,29.754,-84.5153,"B",2692,3476,2084,74
172677,2019-07-15 22:29:00,29.7635,-84.5451,"B",3384,9593,1193,79
172677,2019-07-15 23:19:00,29.7804,-84.5079,"B",2683,6685,1076,94
172677,2019-07-16 00:02:00,29.7847,-84.4892,"B",2248,3695,1368,95
172677,2019-07-16 01:21:00,29.7918,-84.4619,"B",2332,5240,1038,93
172677,2019-07-16 01:48:00,29.789,-84.4731,"B",2174,5557,850,86
172677,2019-07-16 02:12:00,29.79,-84.4698,"B",2270,5571,925,85
172677,2019-07-16 02:34:00,29.7927,-84.4784,"2",476,950,238,98
172677,2019-07-16 09:43:00,29.8007,-84.4879,"B",2559,3443,1901,59
172677,2019-07-16 10:01:00,29.8826,-84.4344,"B",4284,265604,69,61
172677,2019-07-16 11:21:00,29.8889,-84.4246,"B",2141,5807,789,71
172677,2019-07-16 11:41:00,29.8848,-84.3808,"A",236,795,69,141
172677,2019-07-16 12:19:00,29.8824,-84.3453,"A",148,234,93,107
172677,2019-07-16 13:02:00,29.8847,-84.323,"B",908,1071,770,93
172677,2019-07-16 13:48:00,29.8969,-84.3317,"B",1394,10672,182,19
172677,2019-07-16 13:50:00,29.8817,-84.3362,"A",183,352,95,148
172677,2019-07-16 13:59:00,29.8829,-84.3325,"B",453,519,395,101
172677,2019-07-16 14:28:00,29.886,-84.3223,"B",842,1026,691,89
172677,2019-07-16 14:57:00,29.8844,-84.3276,"B",1252,1831,855,80
172677,2019-07-16 15:29:00,29.893,-84.3125,"B",1003,23525,42,83
172677,2019-07-16 16:06:00,29.9007,-84.2915,"B",878,2656,289,111
172677,2019-07-16 16:45:00,29.9078,-84.2764,"B",1290,2287,726,110
172677,2019-07-16 21:22:00,29.9071,-84.2097,"B",1446,25752,81,109
